id|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|end_orig|num_orig|compl_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|nome_resp|ddd_telefone1|telefone1|ddd_fax|fax|email|site|esfera_adm|tipo_esfera|cnpj|sniic_n1|sniic_n2|sniic_n3|cod_censo_fgv|segunda|terca|quarta|quinta|sexta|sabado|domingo|manha|tarde|noite|acesso_usuario_internet|qt_emprestimos_domiciliares|qt_livros_acervo
1483|-39.103674|-11.968403|3|BA|Tanquinho|2931103|Biblioteca Pública Municipal Pedro Calmon|R. Honório Pereira| | |Centro|44160-000|R|HONORIO PEREIRA| | | |CENTRO|44160-000|Jefferson Carlos Araújo Souza|75|3249-2142|75|3249-2142| | |Pública|Municipal| |1|1.2|1.2.1|1635|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|2200
1484|-40.793968|-11.845847|2|BA|Tapiramutá|2931301|Biblioteca Pública Municipal|Tv.  Mariano Alves| | |Centro|44840-000|TV|MARIANO ALVES| | | |CENTRO|44840-000|Arionete Arcanjo Santos|74|3635-2194| | | | |Pública|Municipal| |1|1.2|1.2.1|1656|1|1|1|1|1|0|0|1|1|1|Não|20|3500
1485|-38.616996|-12.280631|2|BA|Teodoro Sampaio|2931400|Biblioteca Pública Municipal Doutor Luiz Rogério|Pç. Jaime Barros| | |Centro|44280-000|PCA|JAIME BARROS| | | |CENTRO|44280-000|Idenildes Santana Ribeiro de Jesus| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1634|1|1|1|1|1|0|0|1|1|1|Não|Não Informou|1100
1486|-38.620232|-12.403215|2|BA|Terra Nova|2931707|Biblioteca Pública Municipal Luiz Viana Filho|Pç. Hermelino Teles de Menezes| | |Centro|44270-000|PCA|HERMELINO TELES DE MENEZES| | | |CENTRO|44270-000|Alvira Maria Teixeira de Menezes|75|3238-9140|75|3238-9140| | |Pública|Municipal| |1|1.2|1.2.1|1546|1|1|1|1|1|0|0|1|1|1|Não|20|6916
1487|-41.412284|-14.974388|2|BA|Tremedal|2931806|Biblioteca Pública Municipal Agemira Rosa|Pç. Adelmário Pinheiro| | |Centro|45170-000|PCA|ADELMARIO PINHEIRO| | | |CENTRO|45170-000|Luana Pereira Viana| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1513|1|1|1|1|1|0|0|1|1|1|Não|10|400
1488|-41.412476|-14.976958|2|BA|Tremedal|2931806|Biblioteca do Centro Educacional de Tremedal|Av. 7 de Setembro|8| |Centro|45170-000|AV|7 DE SETEMBRO| |8| |CENTRO|45170-000|João Carlos Maia Simões| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1626|1|1|1|1|1|0|0|1|1|1|Não|400|3000
1489|-38.787072|-10.967652|2|BA|Tucano|2931905|Biblioteca Pública Municipal José Penedo|R. Duque de Caxias|33| |Centro|48790-000|R|DUQUE DE CAXIAS| |33| |CENTRO|48790-000|Vânia Maria Reis Serra|75|3272-2331| | | | |Pública|Municipal| |1|1.2|1.2.1|1680|1|1|1|1|1|0|0|1|1|1|Não|90|6088
1490|-39.479759|-9.83367|3|BA|Uauá|2932002|Biblioteca Pública Municipal Valfredo Loiola Marques|R. Zuleica Burgos| | |Centro|48950-000|R|ZULEICA BURGOS| | | |CENTRO|48950-000|Valter Loiola Marques| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1681|1|1|1|1|1|0|0|1|1|0|Não|50|3000
1491|-39.660916|-13.268518|2|BA|Ubaíra|2932101|Biblioteca Pública Municipal Professora Evesgista Maria Galvão da Cunha|R. Otávio Mangabeira| | |Centro|45310-000|R|OTAVIO MANGABEIRA| | | |CENTRO|45310-000|Rita de Cássia Andrade Bittencourt| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1520|1|1|1|1|1|0|0|1|1|1|Não|16|9400
1492|-39.517504|-14.212137|2|BA|Ubatã|2932309|Biblioteca Pública Municipal Almir Clementino Muniz|Av. Landulfo Alves| | |Centro|45550-000|AV|LANDULFO ALVES| | | |CENTRO|45550-000|Milena Pereira de França| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2035|1|1|1|1|1|0|0|1|1|1|Sim|38|2145
1493|-42.12644|-11.336322|2|BA|Uibaí|2932408|Biblioteca Pública Municipal Domingos Leandro Machado|Pç. Marino de Carvalho| | |Centro|44950-000|PCA|MARINO DE CARVALHO| | | |CENTRO|44950-000|Valneide Pires do Nascimento| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1642|1|1|1|1|1|0|0|1|1|0|Não|50|10100
1494|-39.069664|-15.269778|2|BA|Una|2932507|Biblioteca Pública Municipal Pedro Calmon|R. J. J. Seabra| | |Centro|45690-000|R|J J SEABRA| | | |CENTRO|45690-000|Raimunda Maiza Santana de Matos|73|3236-2251| | |bibliouna@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|2034|1|1|1|1|1|0|0|1|1|0|Sim|608|700
1495|-42.661308|-14.766189|2|BA|Urandi|2932606|Biblioteca Pública Municipal Doutor Lauro de Freitas|Pç. Barão do Rio Branco| | |Travessa Doutor Luis Gomes|46350-000|PCA|BARAO DO RIO BRANCO| | | |TRAVESSA DOUTOR LUIS GOMES|46350-000|Cláudia Manuela Silva Santos| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1618|1|1|1|1|1|0|0|1|0|0|Não|15|4800
1496|-39.287976|-14.588858|2|BA|Uruçuca|2932705|Biblioteca Pública Municipal Nelson Lima|R. Jorge Zaidan| | |Centro|45680-000|R|JORGE ZAIDAN| | | |CENTRO|45680-000|Fátima Santos de Araújo| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2036|1|1|1|1|1|0|0|1|1|1|Não|100|5990
1497|-41.095244|-12.081624|2|BA|Utinga|2932804|Biblioteca Pública Municipal Otacílio Novaes|Pç. Antônio Muniz|26| |Centro|46810-000|PCA|ANTONIO MUNIZ| |26| |CENTRO|46810-000|Cátia Aguiar Karaoblian|75|3337-1020|75|3337-1132| | |Pública|Municipal| |1|1.2|1.2.1|1533|1|1|1|1|1|0|0|1|1|1|Sim|1000|4500
1498|-39.056936|-13.366709|1|BA|Valença|2932903|Biblioteca Pública Municipal Rui Barbosa|R. Maestro Barrinha| | |Graça -|45400-000|R|MAESTRO BARRINHA| | | |GRACA -|45400-000|Erotildes Oliveira de Andrade|75|3641-5656| | | | |Pública|Municipal| |1|1.2|1.2.1|2004|1|1|1|1|1|0|0|1|1|0|Não|50|5550
1499|-39.457318|-11.406667|3|BA|Valente|2933000|Biblioteca Pública Municipal Rui Barbosa|Pç. Manoel Novaes|125| |Centro|48890-000|PCA|MANOEL NOVAES| |125| |CENTRO|48890-000|Leônia Pedreira de Oliveira Santos|75|3263-2222|75|3263-2222| | |Pública|Municipal| |1|1.2|1.2.1|1674|1|1|1|1|1|0|0|1|1|1|Não|600|12900
1500|-40.135656|-11.610875|2|BA|Várzea da Roça|2933059|Biblioteca Pública Municipal Universidade Solidária|Pç. Topógrafo Pedro Magalhães| | |Centro|44635-000|PCA|TOPOGRAFO PEDRO MAGALHAES| | | |CENTRO|44635-000|Genildo Rios de Oliveira|74|3669-2175| | | | |Pública|Municipal| |1|1.2|1.2.1|1657|1|1|1|1|1|0|0|1|1|1|Não|80|2200
1501|-40.312668|-11.531497|2|BA|Várzea do Poço|2933109|Biblioteca Pública Municipal José Bonifácio|R. Nabor Lima Rios|10| |Centro|44715-000|R|NABOR LIMA RIOS| |10| |CENTRO|44715-000|Paula Luciana Sampaio dos Santos| | | | | | |Pública|Municipal| |1|1.2|1.2.1|4734|1|1|1|1|1|0|0|1|1|1|Não|40|6368
1502|-40.941736|-11.256215|2|BA|Várzea Nova|2933158|Biblioteca Pública Municipal Professor Joel Ferreira|R. Ângelo Brandão|416| |Centro|44690-000|R|ANGELO BRANDAO| |416| |CENTRO|44690-000|Genildo Alves de Medeiros| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1689|1|1|1|1|1|0|0|1|1|1|Não|81|5000
1503|-39.394624|-12.972777|2|BA|Varzedo|2933174|Biblioteca Pública Municipal Iraíldes Santos Silva|R. Vereador Manoel Francisco| | |Centro|44565-000|R|VEREADOR MANOEL FRANCISCO| | | |CENTRO|44565-000|Rita de Cássia Santos Bitencourt|75|9919-1969| | | | |Pública|Municipal| |1|1.2|1.2.1|1557|1|1|1|1|1|0|0|1|1|0|Não|60|3160
1504|-38.630004|-12.941242|2|BA|Vera Cruz|2933208|Biblioteca Pública Municipal Aristóteles Gomes|R. Nossa Senhora das Candeias| | |Ilhota|44470-000|R|NOSSA SENHORA DAS CANDEIAS| | | |ILHOTA|44470-000|Cristiane dos Santos Neves|71|3633-6825| | | | |Pública|Municipal| |1|1.2|1.2.1|1570|1|1|1|1|1|0|0|1|1|1|Não|220|8200
1505|-40.839856|-14.859799|1|BA|Vitória da Conquista|2933307|Biblioteca Pública Municipal José de Sá Nunes|Av. Jonas Hortélio| | |Recreio|45020-330|AV|JONAS HORTELIO| | | |RECREIO|45020-330|Dernival Araújo Souza|77|3422-8153|77|3422-3929|bibliotecajosesanunes@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|1610|1|1|1|1|1|1|0|1|1|0|Não|450|32000
1506|-41.171364|-12.287592|2|BA|Wagner|2933406|Biblioteca Pública Municipal Presidente Médici|R. Antônio Jardim| | |Centro|46970-000|R|ANTONIO JARDIM| | | |CENTRO|46970-000|Juarez José dos Santos|75|3336-2123|75|3336-2123| | |Pública|Municipal| |1|1.2|1.2.1|1597|1|1|1|1|1|0|0|1|1|1|Não|8|3420
1507|-43.897448|-12.122579|2|BA|Wanderley|2933455|Biblioteca Pública Municipal Marialva dos Santos Regis|Av. Claudino Barreto Rios| | |Centro|47490-000|AV|CLAUDINO BARRETO RIOS| | | |CENTRO|47490-000|Vilma Helena Pereira da Silva|77|3626-1073| | | | |Pública|Municipal| |1|1.2|1.2.1|2076|1|1|1|1|1|0|0|1|1|1|Não|15|4300
1508|-42.728504|-10.823696|2|BA|Xique-Xique|2933604|Biblioteca Pública Municipal Deputado Adão Moreira Bastos|R. Antônio Jacobina|44| |Centro|47400-000|R|ANTONIO JACOBINA| |44| |CENTRO|47400-000|Elza Maria da Silva|74|3661-1491| | | | |Pública|Municipal| |1|1.2|1.2.1|2054|1|1|1|1|1|0|0|1|1|0|Não|20|6375
1509|-45.447707|-19.159132|2|MG|Abaeté|3100203|Biblioteca Pública Municipal Professor Ricardinho|Pç. J. K.|99| |Amazonas|35620-000|PCA|J K| |99| |AMAZONAS|35620-000|Ivanete Soares de Souza Lima Zica|37|3541-5426|37|3541-5159| | |Pública|Municipal| |1|1.2|1.2.1|3122|1|1|1|1|1|0|0|1|1|0|Não|100|6900
1510|-42.474712|-20.300131|3|MG|Abre Campo|3100302|Biblioteca Pública Municipal Professor Estevão de Oliveira Cotta|R. Santo Antônio|228| |Centro|35365-000|R|SANTO ANTONIO| |228| |CENTRO|35365-000|Maria da Consolação Costa|31|3872-1254| | | | |Pública|Municipal| |1|1.2|1.2.1|3860|1|1|1|1|1|0|0|1|1|0|Não|180|2900
1511|-43.144281|-20.359517|3|MG|Acaiaca|3100401|Biblioteca Pública Municipal Marina Guimarães Machado|R. da Estação Ferroviária| | |Centro|35438-000|R|DA ESTACAO FERROVIARIA| | | |CENTRO|35438-000|Dorotéia Joana Querino| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2213|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|10300
1512|-42.544176|-19.055992|2|MG|Açucena|3100500|Biblioteca Pública Municipal Doutor Edson de Assis Morais|R. Demerval Pimenta|33| |Centro|35150-000|R|DEMERVAL PIMENTA| |33| |CENTRO|35150-000|Marlucy Barbosa de Araújo|33|3298-1128|33|3298-1128| | |Pública|Municipal| |1|1.2|1.2.1|3053|1|1|1|1|1|0|0|0|1|0|Não|50|7500
1513|-42.38105|-17.991844|3|MG|Água Boa|3100609|Biblioteca Pública Municipal Tristão de Ataíde|Av. Espírito Santo| | |Centro|39790-000|AV|ESPIRITO SANTO| | | |CENTRO|39790-000|Maria das Graças Godinho|33|3515-1554| | | | |Pública|Municipal| |1|1.2|1.2.1|3055|1|1|1|1|1|0|0|1|1|0|Não|150|4000
1514|-48.109176|-20.057928|2|MG|Água Comprida|3100708|Biblioteca Pública Municipal Professora Ivonete de Almeida Souza|R. 26|178| |Centro|38110-000|R|26| |178| |CENTRO|38110-000|Cassiana Silva Pereira|34|9935-1603| | | | |Pública|Municipal| |1|1.2|1.2.1|2271|1|1|1|1|1|0|0|1|1|1|Não|30|1830
1515|-45.393504|-20.930338|2|MG|Aguanil|3100807|Biblioteca Pública Municipal Ana Esmerinda de São José|Av. Dolores Silva|152| |Centro|37273-000|AV|DOLORES SILVA| |152| |CENTRO|37273-000|Ian Cardoso| | | | | | |Pública|Municipal| |1|1.2|1.2.1|376|1|1|1|1|1|0|0|1|1|0|Sim|50|2000
1516|-40.93242|-17.067944|2|MG|Águas Formosas|3100906|Biblioteca Pública Municipal Maurício Marcondes Coelho|R. Doutor Sebastião Figueiredo|643| |Centro|39880-000|R|DOUTOR SEBASTIAO FIGUEIREDO| |643| |CENTRO|39880-000|Geisha Fernando Ataídes|33|3611-2519|33|3611-1581| | |Pública|Municipal| |1|1.2|1.2.1|2381|1|1|1|1|1|0|0|1|1|0|Não|90|3700
1517|-41.465364|-15.715595|2|MG|Águas Vermelhas|3101003|Biblioteca Pública Municipal Rui Barbosa|R. São Vicente|164| |Centro|39990-000|R|SAO VICENTE| |164| |CENTRO|39990-000|Gilsa Gomes Arruda Sposito|33|3755-1678|33|3755-1678| | |Pública|Municipal| |1|1.2|1.2.1|2886|1|1|1|1|1|0|0|1|1|0|Não|100|3400
1518|-44.603332|-21.951962|2|MG|Aiuruoca|3101201|Biblioteca Pública Municipal Professora Maria José Ematné|Alameda José Waldemar Nunes|15| |Centro|37450-000|AL|JOSE WALDEMAR NUNES| |15| |CENTRO|37450-000|Maria do Rosário Andrade Resende|35|3344-1516| | | | |Pública|Municipal| |1|1.2|1.2.1|3861|1|1|1|1|1|0|0|1|1|0|Não|200|5000
1519|-44.64168|-22.156248|2|MG|Alagoa|3101300|Biblioteca Pública Municipal Maria Tereza de Jesus|R. João Alves de Sena| | |Centro|37458-000|R|JOAO ALVES DE SENA| | | |CENTRO|37458-000|Jansen Monteiro| | | | | | |Pública|Municipal| |1|1.2|1.2.1|405|1|1|1|1|1|0|0|0|1|0|Não|20|3000
1520|-46.614361|-22.202258|3|MG|Albertina|3101409|Biblioteca Pública Municipal de Albertina|R. Benevides Inácio Diniz| | |Centro|37596-000|R|BENEVIDES INACIO DINIZ| | | |CENTRO|37596-000|Zuleica Ramos Albert|35|3446-1248| | | | |Pública|Municipal| |1|1.2|1.2.1|3543|1|1|1|1|1|0|0|1|1|1|Não|80| 
1521|-42.671512|-21.750492|1|MG|Além Paraíba|3101508|Biblioteca Pública Municipal Professor Otacílio Alves Coutinho|Pç. Presidente Vargas|112| |Centro|36660-000|PCA|PRESIDENTE VARGAS| |112| |CENTRO|36660-000|Elaine Mesquita Garcia|32|3462-9610|32|3462-9616| | |Pública|Municipal| |1|1.2|1.2.1|3037|1|1|1|1|1|0|0|1|1|0|Não|60|14529
1522|-45.950604|-21.424676|1|MG|Alfenas|3101607|Biblioteca Pública Municipal Doutor João Januário de Magalhães|Pç. Fausto Monteiro|350| |Centro|37130-000|PCA|FAUSTO MONTEIRO| |350| |CENTRO|37130-000|Ana Maria Silva|35|3698-2048| | | | |Pública|Municipal| |1|1.2|1.2.1|3485|1|1|1|1|1|1|0|1|1|1|Não|200|10000
1523|-43.772189|-21.154007|3|MG|Alfredo Vasconcelos|3101631|Biblioteca Pública Municipal Carmelita Bianchetti de Araújo|Pç. Bandeirante|21| |Centro|36272-000|PCA|BANDEIRANTE| |21| |CENTRO|36272-000|Fernando Luiz Araújo|32|3367-1568|32|3367-1107| | |Pública|Municipal| |1|1.2|1.2.1|2232|1|1|1|1|1|0|0|0|1|0|Não|25|2000
1524|-40.693796|-16.188547|2|MG|Almenara|3101706|Biblioteca Pública Municipal de Almenara|Pç. Querubim Fróis Otoni| | |Centro|39900-000|PCA|QUERUBIM FROIS OTONI| | | |CENTRO|39900-000|Maria do Rosário Costa Silva|33|3721-1360|33|3721-1360| | |Pública|Municipal| |1|1.2|1.2.1|3504|1|1|1|1|1|0|0|1|1|0|Não|60|6100
1525|-46.38908|-20.861358|1|MG|Alpinópolis|3101904|Biblioteca Pública Municipal Luzia Angélica Marques Luz|R. Lázara Brasileiro| | |São Benedito|37940-000|R|LAZARA BRASILEIRO| | | |SAO BENEDITO|37940-000|Cecília Agege| | | | | | |Pública|Municipal| |1|1.2|1.2.1|3522|1|1|1|1|1|0|0|1|1|0|Não|80|3000
1526|-46.139108|-21.249232|3|MG|Alterosa|3102001|Biblioteca Pública Municipal Rosa Feiten Caliari|R. Duque de Caxias|168| |Centro|37145-000|R|DUQUE DE CAXIAS| |168| |CENTRO|37145-000|Cláudia A Águas Santas| | | | | | |Pública|Municipal| |1|1.2|1.2.1|3480|1|1|1|1|1|0|0|1|1|0|Não|130|5000
1527|-41.87476|-20.432644|2|MG|Alto Caparaó|3102050|Biblioteca Pública Municipal Rejane Araújo de Araújo|R. Carolina Martins Tavares| | |Serra Monte|36836-000|R|CAROLINA MARTINS TAVARES| | | |SERRA MONTE|36836-000|Jade Morineau|32|3747-2706| | |bibliotecaempaaraujo@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3870|1|1|1|1|1|0|0|1|1|0|Não|200|3800
1528|-43.407101|-21.028608|3|MG|Alto Rio Doce|3102100|Biblioteca Pública Municipal Padre Doutor Geraldo Machado Mendes|Pç. Cônego Pinto|35| |Centro|36260-000|PCA|CONEGO PINTO| |35| |CENTRO|36260-000|Rogério Gonçalves|32|3345-1952| | |bimard@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|3049|1|1|1|1|1|0|0|1|1|0|Não|200|9500
1529|-41.732139|-19.417884|3|MG|Alvarenga|3102209|Biblioteca Pública Municipal Leonídia dos Santos Torres|R. Bocaiúva|9| |Centro|35249-972|R|BOCAIUVA| |9| |CENTRO|35249-972|Geralda das Graças Moura e Reis| | | | | | |Pública|Municipal| |1|1.2|1.2.1|330|1|1|1|1|1|0|0|1|1|0|Não|60|1200
1530|-43.044276|-20.09358|2|MG|Alvinópolis|3102308|Biblioteca Pública Municipal José Prímula Ferreira|Pç. Idílio Marques|131| |Centro|35950-000|PCA|IDILIO MARQUES| |131| |CENTRO|35950-000|Maria Aparecida Souza|31|3855-1577| | | | |Pública|Municipal| |1|1.2|1.2.1|2837|1|1|1|1|1|0|0|1|1|0|Não|100|7092
1531|-43.361752|-18.72802|2|MG|Alvorada de Minas|3102407|Biblioteca Pública Municipal Professora Aracy Pedrelina de Oliveira|R. do Serro|73| |Centro|39140-000|R|DO SERRO| |73| |CENTRO|39140-000|Mônica Betânia dos Santos|31|3862-1162|31|3862-1103| | |Pública|Municipal| |1|1.2|1.2.1|3164|1|1|1|1|1|0|0|1|1|0|Não|50|800
1532|-42.801279|-20.505553|3|MG|Amparo da Serra|3102506|Biblioteca Pública Municipal José Maria de Vasconcelos|Av. Minas Gerais|3| |Conceição|35444-000|AV|MINAS GERAIS| |3| |CONCEICAO|35444-000|Érica Lúcia Romualdo|31|3895-5178|31|3895-5178| | |Pública|Municipal| |1|1.2|1.2.1|2212|1|1|1|1|1|0|0|1|1|0|Não|30|3000
1533|-46.57686|-22.073634|1|MG|Andradas|3102605|Biblioteca Pública Municipal Délia Maria Risso de Souza|R. Delfim Moreira|352| |Centro|37795-000|R|DELFIM MOREIRA| |352| |CENTRO|37795-000|Ana Maria Pitarelo|35|3731-5542| | |biblioteca@andradas.mg.br|www.andradas.mg.br|Pública|Municipal| |1|1.2|1.2.1|3477|1|1|1|1|1|0|0|1|1|0|Não|110|25000
1534|-41.494828|-15.963351|2|MG|Cachoeira de Pajeú|3102704|Biblioteca Pública Municipal de Cachoeira do Pajeú|Pç. Doutor Freire| | |Centro|39980-000|PCA|DOUTOR FREIRE| | | |CENTRO|39980-000|Cássia Valéria Oliveira|33|3754-1213|33|3754-1213| | |Pública|Municipal| |1|1.2|1.2.1|3503|1|1|1|1|1|0|0|1|1|0|Não|9999|2100
1535|-44.312118|-21.741575|3|MG|Andrelândia|3102803|Biblioteca Pública Municipal Professora Leda Rodrigues Silva|R. Cônego Miguel|15| |Centro|37300-000|R|CONEGO MIGUEL| |15| |CENTRO|37300-000|Maria do Carmo Almeida|35|3325-1600|35|3325-1600| | |Pública|Municipal| |1|1.2|1.2.1|3875|1|1|1|1|1|0|0|1|1|0|Não|15|3500
1536|-42.264524|-17.728408|3|MG|Angelândia|3102852| Biblioteca Pública Municipal Fabiano Mezedes|R. Maria Clara de Souza|23|A|Centro|39685-000|R|MARIA CLARA DE SOUZA| |23|A|CENTRO|39685-000|Feisa Maria Lopes Eleotério|33|3356-9002|33|3356-9002| | |Pública|Municipal| |1|1.2|1.2.1|2863|1|1|1|1|1|0|0|1|1|0|Não|30|1000
1537|-43.74722|-21.31956|2|MG|Antônio Carlos|3102902|Biblioteca Pública Municipal Maria da Conceição Cabral|Av. Henrique Diniz| | |Centro|36220-970|AV|HENRIQUE DINIZ| | | |CENTRO|36220-970|Henrieta Candian Barbosa|32|3346-1282| | | | |Pública|Municipal| |1|1.2|1.2.1|4394|1|1|1|1|1|0|0|1|1|0|Não|30|1800
1538|-42.873653|-19.649576|3|MG|Antônio Dias|3103009|Biblioteca Pública Municipal Manoel Thomaz Carvalho|R. Presidente Vargas| | |Centro|35177-000|R|PRESIDENTE VARGAS| | | |CENTRO|35177-000|Maria Auxiliadora de Lourenço Castro| | |31|3843-1485| | |Pública|Municipal| |1|1.2|1.2.1|252|1|1|1|1|1|0|0|1|1|0|Não|40|4800
1539|-42.110816|-21.015252|2|MG|Antônio Prado de Minas|3103108|Biblioteca Pública Municipal Solange de Abreu Pereira Piermatei|R. Dona Carlota| | |Centro|36850-000|R|DONA CARLOTA| | | |CENTRO|36850-000|Márcia Cristina Framzine de Barros| | | | | | |Pública|Municipal| |1|1.2|1.2.1|372|1|1|1|1|1|0|0|1|1|0|Não|30|2500
1540|-44.249729|-19.195981|3|MG|Araçaí|3103207|Biblioteca Pública Municipal Noé Pereira da Silva|R. Doutor Teófilo|57| |Centro|35777-000|R|DOUTOR TEOFILO| |57| |CENTRO|35777-000|Claudinei Menezes de Santana|31|3715-6383|31|3715-6139| | |Pública|Municipal| |1|1.2|1.2.1|2847|1|1|1|1|1|0|0|1|1|0|Não|20|1200
1541|-42.060648|-16.853504|2|MG|Araçuaí|3103405|Biblioteca Pública Municipal Cristina Moreira Alves|Pç. José Antônio Tanure| | |Centro|39600-000|PCA|JOSE ANTONIO TANURE| | | |CENTRO|39600-000|Maria Célia Terezinha de Jesus|33|3731-1236| | |bibliotecamucipicalcma@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3115|1|1|1|1|1|0|0|1|1|0|Sim|100|6000
1542|-48.191264|-18.647266|1|MG|Araguari|3103504|Biblioteca Pública Municipal Professor Paulo de Oliveira|R. Virgílio de Melo Franco|11| |Centro|38440-016|R|VIRGILIO DE MELO FRANCO| |11| |CENTRO|38440-016|Joseli Saramago|34|3696-3081| | | | |Pública|Municipal| |1|1.2|1.2.1|2352|1|1|1|1|1|1|0|1|1|1|Não|200|25000
1543|-44.255947|-21.910659|3|MG|Arantina|3103603|Biblioteca Pública Municipal de Arantina|R. Juca Pereira|35| |Centro|37360-000|R|JUCA PEREIRA| |35| |CENTRO|37360-000|Rosimar Aparecida de Almeida Oliveira Rocha|32|3296-1411| | | | |Pública|Municipal| |1|1.2|1.2.1|3879|1|1|1|1|1|0|0|1|1|0|Sim|40|3100
1544|-42.506532|-20.609648|2|MG|Araponga|3103702|Biblioteca Pública Municipal João Pereira Gurgel|R. João Gomes da Costa| | |Centro|36594-000|R|JOAO GOMES DA COSTA| | | |CENTRO|36594-000|Daniel Carlos Lelis|31|3894-1284|31|3894-1100|semeciaraponga@hotmail.com.br| |Pública|Municipal| |1|1.2|1.2.1|2211|1|1|1|1|1|0|0|1|1|0|Não|200|2000
1545|-49.188112|-18.431572|2|MG|Araporã|3103751|Biblioteca Pública Municipal Cláudia Franceschi|R. Adauto Pereira de Almeida| | |Alvorada|38435-970|R|ADAUTO PEREIRA DE ALMEIDA| | | |ALVORADA|38435-970|Jaida Lúcia Castro Soares|34|3284-9500| | | | |Pública|Municipal| |1|1.2|1.2.1|4402|1|1|1|1|1|0|0|1|1|0|Não|80|900
1546|-46.148839|-19.027285|3|MG|Arapuá|3103801|Biblioteca Pública Municipal Jornalista José Luiz de Oliveira|Pç. São João Batista|100| |Centro|38860-000|PCA|SAO JOAO BATISTA| |100| |CENTRO|38860-000|Generson Domingos dos Santos|34|3856-1234|34|3856-1235|cultura@arapua.mg.gov.br| |Pública|Municipal| |1|1.2|1.2.1|4442|1|1|1|1|1|0|0|1|1|0|Não|90|1295
1547|-45.167545|-19.940995|3|MG|Araújos|3103900|Biblioteca Pública Municipal Professora Rosária Maciel|Pç. São Sebastião|320| |Centro|35603-000|PCA|SAO SEBASTIAO| |320| |CENTRO|35603-000|Meire Conceição Cabral Amaral|37|3288-1741| | |bibliotecaara@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3171|1|1|1|1|1|0|0|1|1|0|Sim|550|7000
1548|-46.939136|-19.59154|1|MG|Araxá|3104007|Biblioteca Pública Municipal Viriato Corrêa|R. Presidente Olegário Maciel|187| |Centro|38183-186|R|PRESIDENTE OLEGARIO MACIEL| |187| |CENTRO|38183-186|Cátia Maria Lemos Mello Zema|34|3691-7143| | |biblioteca@araxa.mg.gov.br| |Pública|Municipal| |1|1.2|1.2.1|2282|1|1|1|1|1|1|0|1|1|1|Sim|2935|45000
1549|-46.941588|-21.364196|1|MG|Arceburgo|3104106|Biblioteca Pública Municipal Sebastião Campos|R. Coronel Lucas de Magalhães|887| |Centro|37820-000|R|CORONEL LUCAS DE MAGALHAES| |887| |CENTRO|37820-000|Julia Maria Ribeiro Donato|35|8407-9722| | |bpmscampos@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3488|1|1|1|1|1|0|0|1|1|0|Sim|60|15000
1550|-45.540824|-20.281996|1|MG|Arcos|3104205|Biblioteca Pública Municipal Jarbas Ferreira Pires|R. Getúlio Vargas|34| |Centro|35588-000|R|GETULIO VARGAS| |34| |CENTRO|35588-000|Rosa Maria Rodrigues| | | | | |www.portalarcos.com.br|Pública|Municipal| |1|1.2|1.2.1|308|1|1|1|1|1|0|0|1|1|1|Sim|651|24000
1551|-46.142513|-21.357667|3|MG|Areado|3104304|Biblioteca Pública Municipal de Areado|R. Monsenhor Faria| | |Centro|37140-000|R|MONSENHOR FARIA| | | |CENTRO|37140-000|Adir Rodrigues da Costa|35|3293-1178| | |bibliotecareado@1p3.com.br| |Pública|Municipal| |1|1.2|1.2.1|3482|1|1|1|1|1|0|0|1|1|0|Não|100|3000
1552|-42.829577|-21.60876|3|MG|Argirita|3104403|Biblioteca Pública Municipal Professora Arlete Albuquerque Rocha|R. Rio Pardo|37| |Centro|36710-000|R|RIO PARDO| |37| |CENTRO|36710-000|Jucélia Maria Toledo| | | | |bibliotecaargirita@leopoldina.com.br| |Pública|Municipal| |1|1.2|1.2.1|350|1|1|1|1|1|0|0|1|1|0|Sim|100|13269
